Order Date,Product,Quantity Ordered,Price Each,Purchase Address
12/31/19 01:16,ThinkPad Laptop,1.0,999.99,"225 14th St, Boston, MA 02215"
12/29/19 13:19,34in Ultrawide Monitor,1.0,379.99,"740 7th St, New York City, NY 10001"
12/29/19 14:59,Apple Airpods Headphones,1.0,150.0,"753 1st St, Los Angeles, CA 90001"
12/19/19 21:22,27in FHD Monitor,1.0,149.99,"983 Hickory St, Portland, OR 97035"
12/27/19 15:56,AA Batteries (4-pack),3.0,3.84,"616 Elm St, Portland, OR 97035"
12/16/19 15:45,Apple Airpods Headphones,1.0,150.0,"748 Spruce St, San Francisco, CA 94016"
12/26/19 17:45,Macbook Pro Laptop,1.0,1700.0,"64 South St, Portland, OR 97035"
12/30/19 19:52,27in FHD Monitor,1.0,149.99,"884 Highland St, San Francisco, CA 94016"
12/17/19 20:17,iPhone,1.0,700.0,"709 Spruce St, Los Angeles, CA 90001"
12/13/19 21:51,Apple Airpods Headphones,1.0,150.0,"661 Lake St, Atlanta, GA 30301"
12/17/19 09:45,Apple Airpods Headphones,1.0,150.0,"319 Ridge St, Atlanta, GA 30301"
12/07/19 18:54,Google Phone,1.0,600.0,"586 Johnson St, San Francisco, CA 94016"
12/07/19 18:07,Apple Airpods Headphones,1.0,150.0,"589 10th St, Seattle, WA 98101"
12/15/19 19:44,27in 4K Gaming Monitor,1.0,389.99,"995 Chestnut St, Los Angeles, CA 90001"
12/01/19 13:11,Apple Airpods Headphones,1.0,150.0,"332 Sunset St, New York City, NY 10001"
12/20/19 20:20,27in FHD Monitor,1.0,149.99,"368 4th St, Boston, MA 02215"
12/04/19 00:29,Apple Airpods Headphones,1.0,150.0,"560 Cedar St, Atlanta, GA 30301"
12/22/19 17:24,Apple Airpods Headphones,1.0,150.0,"629 Church St, Austin, TX 73301"
12/23/19 10:08,AAA Batteries (4-pack),3.0,2.99,"757 Lake St, Seattle, WA 98101"
12/06/19 20:13,Apple Airpods Headphones,1.0,150.0,"328 Jefferson St, San Francisco, CA 94016"
12/15/19 17:51,Apple Airpods Headphones,1.0,150.0,"891 Willow St, Los Angeles, CA 90001"
12/24/19 20:22,Google Phone,1.0,600.0,"115 River St, Los Angeles, CA 90001"
12/03/19 07:45,ThinkPad Laptop,1.0,999.99,"313 Cedar St, Atlanta, GA 30301"
12/26/19 10:48,Apple Airpods Headphones,1.0,150.0,"127 2nd St, Dallas, TX 75001"
12/25/19 12:00,AA Batteries (4-pack),3.0,3.84,"549 Jackson St, San Francisco, CA 94016"
12/18/19 14:20,ThinkPad Laptop,1.0,999.99,"987 River St, Atlanta, GA 30301"
12/28/19 16:32,Google Phone,1.0,600.0,"176 Sunset St, Boston, MA 02215"
12/02/19 10:40,34in Ultrawide Monitor,1.0,379.99,"161 Sunset St, New York City, NY 10001"
12/08/19 15:27,Apple Airpods Headphones,1.0,150.0,"484 5th St, San Francisco, CA 94016"
12/20/19 18:35,Google Phone,1.0,600.0,"909 Ridge St, San Francisco, CA 94016"
12/26/19 21:32,ThinkPad Laptop,1.0,999.99,"248 Washington St, San Francisco, CA 94016"
12/11/19 12:46,27in 4K Gaming Monitor,1.0,389.99,"543 4th St, Dallas, TX 75001"
12/23/19 19:02,iPhone,1.0,700.0,"139 Cedar St, Seattle, WA 98101"
12/18/19 23:48,iPhone,1.0,700.0,"537 Sunset St, Dallas, TX 75001"
12/25/19 20:00,Macbook Pro Laptop,1.0,1700.0,"54 Church St, Boston, MA 02215"
12/23/19 16:31,Flatscreen TV,1.0,300.0,"617 14th St, New York City, NY 10001"
12/20/19 20:23,27in 4K Gaming Monitor,1.0,389.99,"389 5th St, San Francisco, CA 94016"
12/02/19 10:27,Apple Airpods Headphones,1.0,150.0,"859 Washington St, Los Angeles, CA 90001"
12/06/19 21:16,Apple Airpods Headphones,1.0,150.0,"988 6th St, Portland, OR 97035"
12/21/19 17:55,Apple Airpods Headphones,1.0,150.0,"642 Park St, Dallas, TX 75001"
12/25/19 11:35,27in FHD Monitor,1.0,149.99,"860 7th St, New York City, NY 10001"
12/29/19 22:47,Apple Airpods Headphones,1.0,150.0,"185 Main St, Los Angeles, CA 90001"
12/29/19 15:57,iPhone,1.0,700.0,"148 Sunset St, Los Angeles, CA 90001"
12/22/19 15:29,27in FHD Monitor,1.0,149.99,"609 Washington St, San Francisco, CA 94016"
12/28/19 12:32,AAA Batteries (4-pack),3.0,2.99,"299 Washington St, Atlanta, GA 30301"
12/09/19 16:09,Macbook Pro Laptop,1.0,1700.0,"86 6th St, New York City, NY 10001"
12/04/19 20:30,27in 4K Gaming Monitor,1.0,389.99,"605 14th St, San Francisco, CA 94016"
12/02/19 16:38,Apple Airpods Headphones,1.0,150.0,"734 10th St, Los Angeles, CA 90001"
12/03/19 12:53,34in Ultrawide Monitor,1.0,379.99,"188 Hickory St, San Francisco, CA 94016"
12/30/19 19:55,Apple Airpods Headphones,1.0,150.0,"48 Willow St, Austin, TX 73301"
12/14/19 10:19,Google Phone,1.0,600.0,"964 Lakeview St, Boston, MA 02215"
12/05/19 18:26,iPhone,1.0,700.0,"855 Wilson St, San Francisco, CA 94016"
12/10/19 00:57,27in 4K Gaming Monitor,1.0,389.99,"454 13th St, Seattle, WA 98101"
12/12/19 12:43,Flatscreen TV,1.0,300.0,"214 Forest St, San Francisco, CA 94016"
12/15/19 20:28,27in FHD Monitor,1.0,149.99,"550 Johnson St, Austin, TX 73301"
12/14/19 09:19,Google Phone,1.0,600.0,"835 13th St, New York City, NY 10001"
12/20/19 18:55,Apple Airpods Headphones,1.0,150.0,"61 Meadow St, Portland, OR 97035"
12/20/19 16:07,AAA Batteries (4-pack),4.0,2.99,"535 7th St, San Francisco, CA 94016"
12/09/19 06:47,Vareebadd Phone,1.0,400.0,"918 Ridge St, San Francisco, CA 94016"
12/03/19 18:27,Google Phone,1.0,600.0,"258 6th St, Los Angeles, CA 90001"
12/20/19 13:07,34in Ultrawide Monitor,1.0,379.99,"909 Wilson St, San Francisco, CA 94016"
12/22/19 10:53,27in FHD Monitor,1.0,149.99,"581 Center St, Seattle, WA 98101"
12/05/19 20:01,ThinkPad Laptop,1.0,999.99,"22 13th St, Seattle, WA 98101"
12/05/19 15:37,Apple Airpods Headphones,1.0,150.0,"275 Maple St, Austin, TX 73301"
12/09/19 21:39,27in 4K Gaming Monitor,1.0,389.99,"118 Johnson St, Dallas, TX 75001"
12/07/19 21:39,27in 4K Gaming Monitor,1.0,389.99,"312 Maple St, Atlanta, GA 30301"
12/21/19 10:03,Macbook Pro Laptop,1.0,1700.0,"717 Maple St, Boston, MA 02215"
12/06/19 13:09,27in FHD Monitor,1.0,149.99,"121 Jackson St, Portland, OR 97035"
12/06/19 18:58,27in FHD Monitor,1.0,149.99,"960 Sunset St, Boston, MA 02215"
12/09/19 10:24,34in Ultrawide Monitor,1.0,379.99,"129 Center St, Dallas, TX 75001"
12/16/19 08:14,Macbook Pro Laptop,1.0,1700.0,"999 Cedar St, Boston, MA 02215"
12/13/19 13:49,iPhone,1.0,700.0,"903 North St, San Francisco, CA 94016"
12/29/19 16:30,Apple Airpods Headphones,1.0,150.0,"330 Spruce St, Austin, TX 73301"
12/14/19 17:13,Apple Airpods Headphones,1.0,150.0,"199 Forest St, San Francisco, CA 94016"
12/02/19 22:20,iPhone,1.0,700.0,"624 Lakeview St, Atlanta, GA 30301"
12/16/19 21:31,Flatscreen TV,1.0,300.0,"960 Elm St, Seattle, WA 98101"
12/11/19 10:23,AAA Batteries (4-pack),5.0,2.99,"576 Johnson St, Seattle, WA 98101"
12/13/19 16:06,Google Phone,1.0,600.0,"607 Main St, Los Angeles, CA 90001"
12/14/19 17:33,34in Ultrawide Monitor,1.0,379.99,"662 13th St, San Francisco, CA 94016"
12/09/19 19:24,Flatscreen TV,1.0,300.0,"899 Walnut St, New York City, NY 10001"
12/07/19 00:54,34in Ultrawide Monitor,1.0,379.99,"429 Walnut St, Dallas, TX 75001"
12/16/19 07:29,27in 4K Gaming Monitor,1.0,389.99,"818 Cedar St, Los Angeles, CA 90001"
12/02/19 20:50,Google Phone,1.0,600.0,"482 Meadow St, San Francisco, CA 94016"
12/09/19 06:31,Google Phone,1.0,600.0,"961 Chestnut St, Boston, MA 02215"
12/06/19 14:12,27in FHD Monitor,1.0,149.99,"43 7th St, New York City, NY 10001"
12/05/19 21:21,34in Ultrawide Monitor,1.0,379.99,"570 Adams St, Seattle, WA 98101"
12/20/19 10:08,Apple Airpods Headphones,1.0,150.0,"833 Maple St, Los Angeles, CA 90001"
12/07/19 08:24,34in Ultrawide Monitor,1.0,379.99,"231 11th St, San Francisco, CA 94016"
12/24/19 18:46,Apple Airpods Headphones,1.0,150.0,"80 Hill St, Boston, MA 02215"
12/28/19 16:22,Apple Airpods Headphones,1.0,150.0,"703 9th St, Los Angeles, CA 90001"
12/18/19 13:11,Flatscreen TV,1.0,300.0,"569 Center St, San Francisco, CA 94016"
12/06/19 21:48,34in Ultrawide Monitor,1.0,379.99,"262 Hickory St, Atlanta, GA 30301"
12/13/19 22:16,Vareebadd Phone,1.0,400.0,"868 Elm St, Los Angeles, CA 90001"
12/24/19 21:18,27in FHD Monitor,1.0,149.99,"621 Pine St, Los Angeles, CA 90001"
12/27/19 18:38,27in 4K Gaming Monitor,1.0,389.99,"429 Madison St, Seattle, WA 98101"
12/07/19 02:05,27in 4K Gaming Monitor,1.0,389.99,"23 Adams St, Los Angeles, CA 90001"
12/20/19 14:48,ThinkPad Laptop,1.0,999.99,"769 North St, San Francisco, CA 94016"
12/02/19 10:26,Google Phone,1.0,600.0,"15 11th St, San Francisco, CA 94016"
12/03/19 22:54,27in 4K Gaming Monitor,1.0,389.99,"54 North St, Seattle, WA 98101"
12/28/19 18:09,Wired Headphones,3.0,11.99,"408 10th St, Seattle, WA 98101"
12/24/19 13:00,Apple Airpods Headphones,1.0,150.0,"733 Willow St, Los Angeles, CA 90001"
12/15/19 19:02,iPhone,1.0,700.0,"788 Hill St, New York City, NY 10001"
12/14/19 11:01,Macbook Pro Laptop,1.0,1700.0,"80 1st St, New York City, NY 10001"
12/14/19 11:01,Flatscreen TV,1.0,300.0,"80 1st St, New York City, NY 10001"
12/16/19 08:52,Apple Airpods Headphones,1.0,150.0,"771 Madison St, Dallas, TX 75001"
12/21/19 19:04,Apple Airpods Headphones,1.0,150.0,"268 Hill St, Portland, OR 97035"
12/26/19 11:31,34in Ultrawide Monitor,1.0,379.99,"757 Dogwood St, Seattle, WA 98101"
12/10/19 07:39,34in Ultrawide Monitor,1.0,379.99,"485 11th St, Portland, OR 97035"
12/11/19 22:12,34in Ultrawide Monitor,1.0,379.99,"986 Elm St, Los Angeles, CA 90001"
12/15/19 10:27,Flatscreen TV,1.0,300.0,"530 Wilson St, Los Angeles, CA 90001"
12/05/19 10:06,Apple Airpods Headphones,1.0,150.0,"339 5th St, San Francisco, CA 94016"
12/28/19 13:36,Apple Airpods Headphones,1.0,150.0,"99 Center St, New York City, NY 10001"
12/23/19 23:00,Flatscreen TV,1.0,300.0,"797 Cedar St, Austin, TX 73301"
12/31/19 11:18,34in Ultrawide Monitor,1.0,379.99,"420 Lincoln St, Boston, MA 02215"
12/14/19 13:08,Apple Airpods Headphones,1.0,150.0,"392 Sunset St, Boston, MA 02215"
12/19/19 11:03,Apple Airpods Headphones,1.0,150.0,"186 Elm St, New York City, NY 10001"
12/07/19 09:28,27in 4K Gaming Monitor,1.0,389.99,"723 Jefferson St, Austin, TX 73301"
12/31/19 11:52,iPhone,1.0,700.0,"431 Lincoln St, Los Angeles, CA 90001"
12/06/19 09:31,34in Ultrawide Monitor,1.0,379.99,"971 Hill St, Dallas, TX 75001"
12/17/19 16:38,LG Washing Machine,1.0,600.0,"930 River St, Atlanta, GA 30301"
12/21/19 21:38,34in Ultrawide Monitor,1.0,379.99,"527 13th St, San Francisco, CA 94016"
12/01/19 17:03,27in 4K Gaming Monitor,1.0,389.99,"596 14th St, San Francisco, CA 94016"
12/29/19 14:36,Apple Airpods Headphones,1.0,150.0,"208 Main St, Austin, TX 73301"
12/10/19 19:07,27in 4K Gaming Monitor,1.0,389.99,"505 South St, San Francisco, CA 94016"
12/07/19 21:58,27in FHD Monitor,1.0,149.99,"618 Spruce St, San Francisco, CA 94016"
12/16/19 17:13,Apple Airpods Headphones,1.0,150.0,"953 Meadow St, Los Angeles, CA 90001"
12/11/19 21:10,27in 4K Gaming Monitor,1.0,389.99,"569 Hickory St, Austin, TX 73301"
12/02/19 11:07,27in 4K Gaming Monitor,1.0,389.99,"87 Church St, San Francisco, CA 94016"
12/25/19 16:02,Apple Airpods Headphones,1.0,150.0,"440 Chestnut St, New York City, NY 10001"
12/06/19 01:43,iPhone,1.0,700.0,"430 12th St, New York City, NY 10001"
12/07/19 08:36,34in Ultrawide Monitor,1.0,379.99,"618 Center St, Seattle, WA 98101"
12/24/19 10:53,ThinkPad Laptop,1.0,999.99,"186 Lakeview St, Los Angeles, CA 90001"
12/10/19 23:17,34in Ultrawide Monitor,1.0,379.99,"68 14th St, Los Angeles, CA 90001"
12/25/19 21:18,Apple Airpods Headphones,1.0,150.0,"754 North St, Atlanta, GA 30301"
12/04/19 22:00,34in Ultrawide Monitor,1.0,379.99,"232 Chestnut St, New York City, NY 10001"
12/15/19 13:46,34in Ultrawide Monitor,1.0,379.99,"501 12th St, Atlanta, GA 30301"
12/06/19 18:20,Flatscreen TV,1.0,300.0,"832 Adams St, San Francisco, CA 94016"
12/06/19 13:56,Apple Airpods Headphones,1.0,150.0,"5 South St, New York City, NY 10001"
12/01/19 09:26,Apple Airpods Headphones,1.0,150.0,"718 Spruce St, San Francisco, CA 94016"
12/26/19 20:19,Flatscreen TV,1.0,300.0,"706 Hill St, Dallas, TX 75001"
12/29/19 09:55,27in FHD Monitor,1.0,149.99,"881 1st St, Los Angeles, CA 90001"
12/30/19 11:46,27in FHD Monitor,1.0,149.99,"365 South St, Los Angeles, CA 90001"
12/09/19 09:49,LG Dryer,1.0,600.0,"108 Forest St, New York City, NY 10001"
12/16/19 03:56,Flatscreen TV,1.0,300.0,"756 Madison St, Boston, MA 02215"
12/09/19 15:17,34in Ultrawide Monitor,1.0,379.99,"326 Highland St, New York City, NY 10001"
12/02/19 20:55,Vareebadd Phone,1.0,400.0,"237 Dogwood St, San Francisco, CA 94016"
12/11/19 18:03,Macbook Pro Laptop,1.0,1700.0,"874 Lakeview St, Dallas, TX 75001"
12/08/19 19:38,AAA Batteries (4-pack),4.0,2.99,"219 Adams St, Los Angeles, CA 90001"
12/26/19 09:00,Apple Airpods Headphones,1.0,150.0,"286 Cherry St, New York City, NY 10001"
12/15/19 12:52,Apple Airpods Headphones,1.0,150.0,"266 12th St, Portland, OR 97035"
12/26/19 09:07,34in Ultrawide Monitor,1.0,379.99,"722 Highland St, Los Angeles, CA 90001"
12/24/19 13:15,Apple Airpods Headphones,1.0,150.0,"50 Adams St, San Francisco, CA 94016"
12/02/19 19:46,34in Ultrawide Monitor,1.0,379.99,"283 Elm St, Dallas, TX 75001"
12/16/19 22:41,Macbook Pro Laptop,1.0,1700.0,"886 Lakeview St, Seattle, WA 98101"
12/16/19 22:41,iPhone,1.0,700.0,"886 Lakeview St, Seattle, WA 98101"
12/19/19 20:19,Macbook Pro Laptop,1.0,1700.0,"433 Cherry St, Atlanta, GA 30301"
12/03/19 13:09,iPhone,1.0,700.0,"427 Cedar St, San Francisco, CA 94016"
12/18/19 11:57,Apple Airpods Headphones,1.0,150.0,"607 7th St, San Francisco, CA 94016"
12/01/19 19:41,ThinkPad Laptop,1.0,999.99,"865 12th St, New York City, NY 10001"
12/03/19 13:39,Google Phone,1.0,600.0,"146 5th St, San Francisco, CA 94016"
12/22/19 21:36,iPhone,1.0,700.0,"754 10th St, Los Angeles, CA 90001"
12/25/19 15:19,27in 4K Gaming Monitor,1.0,389.99,"911 Cedar St, Los Angeles, CA 90001"
12/28/19 22:47,27in 4K Gaming Monitor,1.0,389.99,"442 7th St, Seattle, WA 98101"
12/26/19 09:38,Google Phone,1.0,600.0,"415 14th St, Los Angeles, CA 90001"
12/09/19 10:07,Macbook Pro Laptop,1.0,1700.0,"83 13th St, Boston, MA 02215"
12/08/19 19:25,AAA Batteries (4-pack),6.0,2.99,"45 Church St, Dallas, TX 75001"
12/07/19 23:13,ThinkPad Laptop,1.0,999.99,"34 6th St, San Francisco, CA 94016"
12/08/19 11:55,ThinkPad Laptop,1.0,999.99,"141 Pine St, Atlanta, GA 30301"
12/29/19 20:39,Google Phone,1.0,600.0,"855 Park St, Seattle, WA 98101"
12/22/19 20:12,Google Phone,1.0,600.0,"594 South St, Portland, OR 97035"
12/10/19 22:32,Apple Airpods Headphones,1.0,150.0,"12 Center St, Atlanta, GA 30301"
12/14/19 23:17,ThinkPad Laptop,1.0,999.99,"144 10th St, Dallas, TX 75001"
12/13/19 10:42,27in FHD Monitor,1.0,149.99,"267 Washington St, Los Angeles, CA 90001"
12/25/19 20:19,34in Ultrawide Monitor,1.0,379.99,"953 Hickory St, San Francisco, CA 94016"
12/14/19 14:22,27in FHD Monitor,1.0,149.99,"291 Wilson St, Los Angeles, CA 90001"
12/15/19 12:41,Apple Airpods Headphones,1.0,150.0,"675 2nd St, San Francisco, CA 94016"
12/16/19 13:27,27in FHD Monitor,1.0,149.99,"714 Washington St, San Francisco, CA 94016"
12/20/19 16:23,Macbook Pro Laptop,1.0,1700.0,"626 Hickory St, San Francisco, CA 94016"
12/09/19 14:29,Apple Airpods Headphones,1.0,150.0,"645 Hickory St, San Francisco, CA 94016"
12/14/19 16:39,LG Washing Machine,1.0,600.0,"643 Forest St, San Francisco, CA 94016"
12/27/19 20:37,Apple Airpods Headphones,1.0,150.0,"225 7th St, San Francisco, CA 94016"
12/21/19 13:10,Google Phone,1.0,600.0,"410 Jackson St, Los Angeles, CA 90001"
12/06/19 10:49,ThinkPad Laptop,1.0,999.99,"620 14th St, Los Angeles, CA 90001"
12/25/19 13:43,Flatscreen TV,1.0,300.0,"43 Dogwood St, Atlanta, GA 30301"
12/10/19 11:29,iPhone,1.0,700.0,"421 Sunset St, New York City, NY 10001"
12/10/19 13:31,27in 4K Gaming Monitor,1.0,389.99,"752 11th St, Los Angeles, CA 90001"
12/09/19 18:46,iPhone,1.0,700.0,"410 Washington St, Dallas, TX 75001"
12/09/19 18:46,Apple Airpods Headphones,1.0,150.0,"410 Washington St, Dallas, TX 75001"
12/09/19 19:28,Macbook Pro Laptop,1.0,1700.0,"488 Washington St, San Francisco, CA 94016"
12/01/19 19:05,Google Phone,1.0,600.0,"177 Cedar St, Los Angeles, CA 90001"
12/01/19 19:02,Macbook Pro Laptop,1.0,1700.0,"361 Hickory St, Boston, MA 02215"
12/21/19 15:11,iPhone,1.0,700.0,"369 Forest St, New York City, NY 10001"
12/29/19 20:10,Apple Airpods Headphones,1.0,150.0,"805 North St, Boston, MA 02215"
12/16/19 08:07,Macbook Pro Laptop,1.0,1700.0,"779 Maple St, San Francisco, CA 94016"
12/31/19 15:26,Apple Airpods Headphones,1.0,150.0,"516 14th St, Atlanta, GA 30301"
12/13/19 08:43,AAA Batteries (4-pack),3.0,2.99,"58 Dogwood St, San Francisco, CA 94016"
12/25/19 00:57,Apple Airpods Headphones,1.0,150.0,"990 11th St, Portland, OR 97035"
12/12/19 00:22,iPhone,1.0,700.0,"169 Hill St, New York City, NY 10001"
12/15/19 15:16,Macbook Pro Laptop,1.0,1700.0,"869 9th St, San Francisco, CA 94016"
12/18/19 12:04,34in Ultrawide Monitor,1.0,379.99,"836 Forest St, Boston, MA 02215"
12/18/19 01:52,Google Phone,1.0,600.0,"261 Lake St, Los Angeles, CA 90001"
12/22/19 14:14,Apple Airpods Headphones,1.0,150.0,"558 Willow St, San Francisco, CA 94016"
12/16/19 11:25,27in 4K Gaming Monitor,1.0,389.99,"662 7th St, New York City, NY 10001"
12/24/19 13:55,Google Phone,1.0,600.0,"386 Jefferson St, New York City, NY 10001"
12/28/19 20:47,Apple Airpods Headphones,1.0,150.0,"778 Park St, New York City, NY 10001"
12/29/19 13:40,Apple Airpods Headphones,1.0,150.0,"989 2nd St, Atlanta, GA 30301"
12/10/19 10:58,AAA Batteries (4-pack),3.0,2.99,"269 Pine St, Dallas, TX 75001"
12/03/19 21:13,27in FHD Monitor,1.0,149.99,"684 Maple St, Dallas, TX 75001"
12/17/19 08:43,iPhone,1.0,700.0,"45 Willow St, New York City, NY 10001"
12/17/19 08:43,Apple Airpods Headphones,1.0,150.0,"45 Willow St, New York City, NY 10001"
12/06/19 10:52,Google Phone,1.0,600.0,"527 Cherry St, New York City, NY 10001"
12/01/19 17:38,34in Ultrawide Monitor,1.0,379.99,"3 North St, Boston, MA 02215"
12/23/19 11:18,Flatscreen TV,1.0,300.0,"326 7th St, San Francisco, CA 94016"
12/15/19 22:08,27in FHD Monitor,1.0,149.99,"281 Lincoln St, Los Angeles, CA 90001"
12/29/19 12:14,iPhone,1.0,700.0,"695 4th St, Boston, MA 02215"
12/07/19 02:06,27in FHD Monitor,1.0,149.99,"415 Center St, Atlanta, GA 30301"
12/03/19 05:35,Vareebadd Phone,1.0,400.0,"471 10th St, San Francisco, CA 94016"
12/27/19 14:43,iPhone,1.0,700.0,"992 Cedar St, New York City, NY 10001"
12/30/19 17:59,27in 4K Gaming Monitor,1.0,389.99,"215 8th St, San Francisco, CA 94016"
12/22/19 19:48,Macbook Pro Laptop,1.0,1700.0,"712 Lakeview St, Los Angeles, CA 90001"
12/16/19 19:52,27in 4K Gaming Monitor,1.0,389.99,"748 2nd St, New York City, NY 10001"
12/05/19 11:56,Apple Airpods Headphones,1.0,150.0,"815 Park St, Atlanta, GA 30301"
12/21/19 20:12,Macbook Pro Laptop,1.0,1700.0,"685 Willow St, Dallas, TX 75001"
12/16/19 21:47,Macbook Pro Laptop,1.0,1700.0,"855 10th St, San Francisco, CA 94016"
12/21/19 10:57,Google Phone,1.0,600.0,"360 Madison St, New York City, NY 10001"
12/19/19 22:44,AAA Batteries (4-pack),3.0,2.99,"743 10th St, San Francisco, CA 94016"
12/17/19 11:17,27in FHD Monitor,1.0,149.99,"628 Madison St, Seattle, WA 98101"
12/03/19 12:00,27in FHD Monitor,1.0,149.99,"423 Jefferson St, San Francisco, CA 94016"
12/25/19 23:38,iPhone,1.0,700.0,"592 5th St, Los Angeles, CA 90001"
12/24/19 14:50,Apple Airpods Headphones,1.0,150.0,"697 Willow St, Los Angeles, CA 90001"
12/15/19 10:44,Flatscreen TV,1.0,300.0,"120 13th St, Los Angeles, CA 90001"
12/27/19 12:57,Apple Airpods Headphones,1.0,150.0,"956 Wilson St, San Francisco, CA 94016"
12/14/19 16:42,27in 4K Gaming Monitor,1.0,389.99,"489 Johnson St, San Francisco, CA 94016"
12/29/19 08:52,Flatscreen TV,1.0,300.0,"536 River St, Boston, MA 02215"
12/04/19 23:25,ThinkPad Laptop,1.0,999.99,"90 14th St, Los Angeles, CA 90001"
12/13/19 10:48,Apple Airpods Headphones,1.0,150.0,"608 Cherry St, Los Angeles, CA 90001"
12/30/19 22:31,27in FHD Monitor,1.0,149.99,"742 Elm St, Portland, OR 97035"
12/31/19 20:32,Apple Airpods Headphones,1.0,150.0,"662 Church St, Los Angeles, CA 90001"
12/11/19 19:36,Apple Airpods Headphones,1.0,150.0,"485 Maple St, San Francisco, CA 94016"
12/28/19 13:46,34in Ultrawide Monitor,1.0,379.99,"918 6th St, New York City, NY 10001"
12/21/19 12:33,Apple Airpods Headphones,1.0,150.0,"610 2nd St, Boston, MA 02215"
12/26/19 13:29,iPhone,1.0,700.0,"638 Forest St, Dallas, TX 75001"
12/05/19 08:34,Apple Airpods Headphones,1.0,150.0,"625 Lincoln St, San Francisco, CA 94016"
12/05/19 17:06,27in 4K Gaming Monitor,1.0,389.99,"305 Johnson St, San Francisco, CA 94016"
12/01/19 08:24,Apple Airpods Headphones,1.0,150.0,"737 10th St, Dallas, TX 75001"
12/30/19 16:35,27in FHD Monitor,1.0,149.99,"250 Park St, Los Angeles, CA 90001"
12/23/19 01:11,Vareebadd Phone,1.0,400.0,"211 Lakeview St, Boston, MA 02215"
12/06/19 18:10,iPhone,1.0,700.0,"508 Jackson St, San Francisco, CA 94016"
12/22/19 14:46,Flatscreen TV,1.0,300.0,"940 1st St, Boston, MA 02215"
12/19/19 11:31,AAA Batteries (4-pack),3.0,2.99,"851 Wilson St, New York City, NY 10001"
12/26/19 14:28,27in FHD Monitor,1.0,149.99,"429 Main St, Los Angeles, CA 90001"
12/04/19 23:28,Flatscreen TV,1.0,300.0,"738 Adams St, New York City, NY 10001"
12/15/19 15:13,Apple Airpods Headphones,1.0,150.0,"436 Lake St, San Francisco, CA 94016"
12/23/19 14:24,Apple Airpods Headphones,1.0,150.0,"924 Main St, Los Angeles, CA 90001"
12/24/19 14:19,ThinkPad Laptop,1.0,999.99,"80 Jefferson St, Boston, MA 02215"
12/25/19 13:12,Flatscreen TV,1.0,300.0,"225 Dogwood St, Seattle, WA 98101"
12/21/19 11:47,Apple Airpods Headphones,1.0,150.0,"288 6th St, Dallas, TX 75001"
12/05/19 09:38,27in 4K Gaming Monitor,1.0,389.99,"96 Sunset St, New York City, NY 10001"
12/07/19 10:42,Apple Airpods Headphones,1.0,150.0,"536 Washington St, Los Angeles, CA 90001"
12/29/19 16:25,Apple Airpods Headphones,1.0,150.0,"207 12th St, New York City, NY 10001"
12/12/19 13:18,ThinkPad Laptop,1.0,999.99,"733 River St, New York City, NY 10001"
12/30/19 16:11,iPhone,1.0,700.0,"771 Hill St, New York City, NY 10001"
12/18/19 08:36,Google Phone,1.0,600.0,"497 River St, Portland, ME 04101"
12/06/19 19:37,27in FHD Monitor,1.0,149.99,"681 Highland St, Seattle, WA 98101"
12/10/19 12:42,Flatscreen TV,1.0,300.0,"35 1st St, San Francisco, CA 94016"
12/21/19 09:32,Macbook Pro Laptop,1.0,1700.0,"949 12th St, Portland, OR 97035"
12/03/19 08:45,Flatscreen TV,1.0,300.0,"635 8th St, San Francisco, CA 94016"
12/11/19 23:42,iPhone,1.0,700.0,"240 11th St, New York City, NY 10001"
12/02/19 13:51,27in FHD Monitor,1.0,149.99,"395 2nd St, Dallas, TX 75001"
12/30/19 09:38,Apple Airpods Headphones,1.0,150.0,"654 South St, New York City, NY 10001"
12/10/19 19:44,Apple Airpods Headphones,1.0,150.0,"127 Dogwood St, San Francisco, CA 94016"
12/06/19 08:57,Apple Airpods Headphones,1.0,150.0,"337 8th St, Portland, OR 97035"
12/01/19 19:14,iPhone,1.0,700.0,"863 Hickory St, New York City, NY 10001"
12/27/19 17:27,Apple Airpods Headphones,1.0,150.0,"953 North St, Los Angeles, CA 90001"
12/09/19 08:07,Apple Airpods Headphones,1.0,150.0,"144 Washington St, New York City, NY 10001"
12/21/19 15:03,Macbook Pro Laptop,1.0,1700.0,"35 Elm St, Boston, MA 02215"
12/29/19 11:18,Macbook Pro Laptop,1.0,1700.0,"382 7th St, Dallas, TX 75001"
12/25/19 19:38,27in FHD Monitor,1.0,149.99,"802 Walnut St, Boston, MA 02215"
12/05/19 09:23,27in FHD Monitor,1.0,149.99,"94 8th St, Los Angeles, CA 90001"
12/01/19 20:20,27in 4K Gaming Monitor,1.0,389.99,"781 11th St, New York City, NY 10001"
12/05/19 09:07,iPhone,1.0,700.0,"298 Johnson St, Atlanta, GA 30301"
12/16/19 12:42,iPhone,1.0,700.0,"857 Hickory St, Boston, MA 02215"
12/19/19 20:19,iPhone,1.0,700.0,"835 Main St, Austin, TX 73301"
12/26/19 18:55,27in 4K Gaming Monitor,1.0,389.99,"587 Cherry St, Boston, MA 02215"
12/11/19 20:25,iPhone,1.0,700.0,"235 Meadow St, Boston, MA 02215"
